comments,sentiments,compound
"Something is really wrong somewhere. Maybe I should start vending my loyalty to the highest bidders, since it seems it matters to you people so much so you wanna kill yourselves over me not supporting you guys. Maybe if I'm selling it, the biggest bidders would be you guys.",neg,-0.7999
What a pity.,neg,-0.296
"When Jonathan was busy decimating boko haram Your people accused him of killing northerners remember? You made him look bad before your people and yet accuse him of not fighting boko haram hard enough. Well Buhari has taken over and boko haram has been ""Technically defeated"" as we can all see. If the north is not careful about playing politics with the lives of its people, Somalia will be child's play to what will become of it. The north is destroying itself and you guys are still here playing politics.",neg,-0.9434
From all indications the next president might be even worse. The elites are praying that things remain this way.,neg,-0.1531
You are wicked! And you are a religious bigot!,neg,-0.6103
"Now you have a country.  ... Some of the things you people write are antithetical. Buhari is worse yet you have a country, but a better or same Jonathan would have made you country-less. ",pos,0.4215
"Did you even bother to read what you wrote, or you just wanted to type some cliches so everybody claps for you?",neg,-0.34
Did I say otherwise about Buhari? Did I mention his administration is any better? Did I say I have a country now? You just felt the need to address me out of context?,pos,0.594
Nigeria is fucked up already.,neg,-0.6597
Thanks,pos,0.4404
Man or Woman the truth remains - APC or PDP it matters not every President since Shehu Shagari is as corrupt as Satan in gay pants no one excluded you sorry misogynist,neg,-0.3612
Buhari is as corrupt as they come - unfortunately Nairalanders are hardly the type to keep an open mind and are as hypocritcal as MFM or Deeper LIfe members - everyone since Shehu Shagari is corrupt down to Buhari -- this is why we shall never get out of this shithole.. supporting idiots based on religion and party affiliations,pos,0.4939
"Buhari has so much integrity that 101 people were murdered in Borno over the weekend, his integrity and anti corruption is so amazing that Nigeria became the poverty capital of the world. His accolades are too many for me to mention, idiot.",neg,-0.3974
that single term to pay us than 8 yes of them retaining power because he is going to restructure the country,pos,0.3182
"Jonathan had at least 10,000 on his roster including Chibok Girls - Buhari added another 10,000 terrorist fatalities. I guess without data all you have is an opinion - they are cheaper than onions on the market. I guess you cannot augment your argument without insults - typical of the effeminate males we have in Nigeria these days ",neg,-0.7317
A cow has spoken,neu,0.0
Shut up,neu,0.0
So what's the difference between them when they both have the same performance? Onions is a problem for poor people like you not me.,neg,-0.5106
"proven my point exactly, you cannot rise above your keyboard to provide data-driven arguments without abusive language poor soul - you need empathy not ridicule - I understand your position ",pos,0.691
Watch as they will pin it on Ipob but we know better. ,pos,0.5927
We know those that use bombs for knockout. They probably did it in the heat of the tension so that it will look like retaliation.,pos,0.0516
Ipob terrorists please don't put our lives in danger in Port Harcourt. ,neg,-0.7351
They want to create a justification for the unimaginable genocide committed against the good people of Obigbo by Nyesomghosa Wikevie and that funny looking snake catcher called Burutai!? All of you will pay for your crimes against humanity at the appropriate time..,pos,0.8478
"Keep quiet ,",neu,0.0
I don't know what to call anyone who believes that it's ipob doing. Those ones are worse than idiots.,neg,-0.4767
"Wike should take charge and flush out remnants of IPOB in his state. If you allow them, the carnage they will cause in future will be totally unimaginable.Thank God for Uche Mefor who honorably resigned than allow his name soiled by these terrorists.. Mefor remains a man of honour.",pos,0.8828
"CALL it whatever you are like. Unlike some of you, I was raised to never abandon my brother even if he is mad. Even at the worst he is still my mad brother",neg,-0.7646
No animal celebrates the killing of his specie by another talkless of human. You can't hail and implore another person to kill your brother if you are actually related.,neg,-0.8326
I was raised to distance myself from terrorist activities. It bleeds anarchy in the society.,neg,-0.6908
shut up if you have nothing to say.,neu,0.0
"Yes federal government should treat them way he treats boko haram members, by giving them appointments at federal level.",pos,0.7783
"That's how you people goes about looking for places to cause restiveness. People enjoying peace , you guys will go there and create problem.",pos,0.743
Terrorist remains a terrorist.,neg,-0.886
Those Soldiers and Police killed by IPoB are not of human creatures. Majority of you believe in running on sentiment,neg,-0.6705
Nothing to say by not believing in your hypocrite sentiment?,neu,0.0
-My friend go and take several seats. You're as boring as hell. This forum would do better without your numerous incoherent rants.,neg,-0.4767
Nigeria is at the brink of collapse because hypocrite like you are in the majority.,neg,-0.1779
You can't do more than you have done..,neu,0.0
They have already invited Nigeria army and soon they will be rounded up again.,neu,0.0
"IPOB bawo? We know the people doing such na, and we know their sponsors too?",neu,0.0
Ipob miscreants littered everywhere looking for who to send to their early graves.. Wike will be a fool to overlook this nonsense.,neg,-0.7206
Who needs validation to be a member of an ethnic group?,neu,0.0
I can see that you know little of theology. A member of an ethnic group is one who represents and defends the interest of a group of people. Not necessarily by birth. Those that go against this interest are sacrificed or executed for the benefit of the ethnicity,pos,0.8402
"Lots of innocent igbos were killled in Obigbo using this discredited tactics of labelling everybody IPOB. This includes both women and children. We saw the pictures here! By endorsing all these killings unleashed by one disoriented mutant on crack called Nyesomghosa Wikevie, simply because the name ipob riles you up to no end, I hope you know that somewhat, you have become an accessory to murder, genocide and ethnic cleaning..?",neg,-0.9227
indeed some idiots are iredeemable ...,neu,0.0
"It's only fools that  call out IPOB, and it's only idiots that agree that its IPOB.",neg,-0.1779
"Why are you people so afraid of Igbos with just 5 small states, not larger that Niger state?",neu,0.0
This is why I said that nobody rejoices when there is plan for his brother to be killed because he might be killed alongside. That guy is myopic,neg,-0.7845
I thought you guys pride yourself as having the best cultural practices when it comes to respecting elders...? So how come the above? I'm expecting your apology..,pos,0.8796
He can be all over the place with his emotions sometimes...,neu,0.0
That which you are calling for might sink you and that you hold dear.,pos,0.3818
Even weaklings defend themselves when faced with the threat of extinction talkless of population of millions nursing after their wound,neg,-0.7003
"Not when you suppose to be in romance section. Here, politics /crime section is for people with intellectual capacities. Not for those with cosmetics toddler charade.",pos,0.7845
You are unwittingly calling on the bastard Wike to kill Anambrarians too. You think he will separate Anambrarians from the carnage or what. You type so disgracefully for an Anambrarian.,neg,-0.8481
"Stop the rigmarole. Just answer the specific question. When you were attacked at Fagba, did anyone say it was Boko haram? And the Kanuris should apologies to you?The case of Igbos is always very different.",neg,-0.6767
"Well Errrm, Ipobs are already been executed daily. What died since Nnamdi started Ipob is totally uncountable and still counting..",neg,-0.3612
So any fool who is tired of life should make himself available as Ipobs and be killed like others by Nigeria security agencies.,neg,-0.7703
you are indeed an idiot,neg,-0.5106
Expert! ,neu,0.0
You are truly correct.,pos,0.4404
Fearful hypocrites everywhere.,neg,-0.4939
"You people need to apply caution the way you throw around the word ""Genocide""  ",neu,0.0
Stale and stale. This tactics doesn't work.,neu,0.0
"Maybe those slaughtered by security agencies in Enugu was recorded as anambrarian or those killed in Aba as Anambrarian or those who lost their lives in Ebonyi same. What you wrote up there, bears no single meaning.",neg,-0.765
"All these gimmicks of killing this and that is nothing but trash. If groups of people didn't go about creating problems, who will think of bringing security out on the street.",neg,-0.418
"For an igbo dude, you don't seem to be smart. This will be an excuse to intimidate igbos. How will they tell an ipob member from a random igbo person? And knowing how unreasonable/careless governor wike is in thoughts and actions, he would exploit and escalate the whole thing.",pos,0.2023
"When breeze blew in Lagos you were crying and weeping that ipob have finished your heritage, even when they are not there. Everybody know who fears most in this country.",neg,-0.8316
You are a big fool to hail Wike. Anambrarians are not specially recognized when Wike goes about killing people.,neg,-0.7906
Who told you they are ipob? Stop fearmongering. If Ipob wanted to do that they would have done it years ago. CALM DOWN!,pos,0.2789
"Being a member of an ethnic group comes with the biggest responsibility of protecting the life of your fellow member from being taken by an external party. When an external party is being allowed to kill the member of your ethnic group without consequences, that your ethnic group loses its reputation and appear vulnerable for a bigger threat.",neg,-0.7845
"This is the reason why intelligent people like El Rufai said that anybody that kills a fulani takes a loan repayable one day. If you go into sociology and place this statement at the scale you'll realize that he did what an alpha and loyal member of ethnic group must do to preserve themselves because no matter what the fulani herdsmen do, when you kill them with the name Fulani you pushed the larger ethnicity. You didn't kill them as Yusuf or Abdullah but as ""Fulani"" so expect the answer of the larger ethnic group. Same with Buhari's statement that the Attack on Boko Haram is an attack at the North.",neg,-0.9186
Are you taking responsibility already? ,neu,0.0
But who can they be then?,neu,0.0
Let them pin it on Ipob. Problems are created not just created but founded. If you support Ipob then be ready to bear the consequences of such support.Nothing comes rosy. You support Ipobs and expect easy rude under Nigerian state.,pos,0.8847
There is a reason we are brought up to openly condemn something bad in Igboland. You can never tell if something bad you're supporting will come for you and your family tomorrow.,neg,-0.7717
"Your comments here have proven that you are not whom you claim to be. No reasonable Igbo man will support killing of biafra agitators, even if he don't support them.",neg,-0.6486
"Biafrans at work. They did it in Lagos, now they want to destroy the South South.  Nigerians are watching closely.",neg,-0.4939
"You're such a big fool in higher place. Rivers is just a state and ipob is a region,, so with your tiny and uncalibrated brain, you think that the Igbos in rivers should denounce  their struggles for decades because of wike?",neg,-0.7783
"In all these, the summary is simple. BH is a terrorist organization like Ipobs. There is nothing to protect there. No sane human being will support what Kanu is currently turning this land into..",neg,-0.5972
He should limit his Ipob activities in Abia and cease creating hostile environment for others. But if you support him then be ready to bear in pain as they also do.,pos,0.128
"IPOB wants war, the next 3 years of Wike would be hell on earth for them",neg,-0.8591
I don't care if they are or not. Same way they created crises in Oyigbo and use igbo sentiments to gather support. Why creating problems in a peaceful environment.,pos,0.582
"The entire Country is watching your people. What they did in Lagos and other Cities in Nigeria, during the EndSARS protest is still fresh in our memories. Now they want to start with Rivers. Nigerians will pay them back in their own coins soon.",pos,0.0516
Stop making noise,neg,-0.296
Once a terrorist will always be a terrorist. Uche Mefor is terrorist and have just opened a new terrorist organization.,neg,-0.9674
nigga leave yoruba out of your rant . respect the grey hair on your scrotum  ,pos,0.1779
"That impostor is not Igbo. He's a Fulani pretending to be Igbo. He's the same persons as Meles Zenawi, Osagyefor88, Ndibunna and Ojiofor. Same criminals with the sole intent of creating division among Ndigbo. Relate to him as you would an impostor.",neg,-0.2732
Wike is the Governor of Rivers state and people who voted him liked him.,pos,0.4215
"All these gimmicks are trash , let Wike fish out those trying to disturb his state by any means possible and deal decisively with them.",neg,-0.4019
IPOB terrorists at work,neg,-0.6249
"I will add too that no harm should come to those boys or this will be child's play. Harm them and you create sympathizers! Everything cannot be force and wanton destruction of lives. Black people must learn to negotiate and concede, for peace to prevail. You can't employ deadly force all the time just because you're in power. I dare the bastard Wike to step foot outside Nigeria.",neg,-0.8655
Anybody that calls himself a freedom fighter is seen as terrorist by the oppressor he is fighting against.,neg,-0.34
"And anybody that doesn't like the belief of majority of the group he belongs to should seek for another or risk excision by force. There is freedom of association and ethnic groups are mere associations. And using the identity of the group to go against their general belief is termed ""treason""",pos,0.2477
There are some things I say against IPOB online I won't advise an average Igbo person to say in SE because I might survive when it goes south but the person can't,neu,0.0
Uche Mefor is not a terrorist. I totally disagree.,pos,0.7302
How do police arrest thieves and criminals from ransoms thieves littered around Nigeria?,neg,-0.9136
Are you done crying about Lagos attack. ,neg,-0.7351
Please stop embarrassing yourself in public.,neg,-0.3612
Only a brainwashed IPOB Ibinu Ukpabi oat taker like you will say shit about me. Opinion of a brain dead terrorist means nothing to me anyway.,neg,-0.9022
Lamentations.,neg,-0.4404
Maybe buhari should have appointed ngige as minister because it is hard to differentiate Ipob from igbo.,neg,-0.1027
Nonsense and whack logic.,neg,-0.4019
If you fought with your neighbour and the neighbour threatens by promising you in 3 days one of your children will be missing. And so it happens on the 4th day your child got lost. Who do you think will be the first suspect in the police investigation? That's typical case of Wike vs Ipob. Wike is at war with IPOB he needs to be armed to the teeth to fight the miscreants.,neg,-0.9246
"Shut up,  who could have done it?  don't come and play the ostrich here..... Number one suspect is IPOB",neg,-0.4471
Are you normal? So you will protect a mad man on a killing spree simply because he is your brother? ,neg,-0.7266
Your question makes no sense. You are either ignorant or not igbo.,neg,-0.5106
I know you won't get the point because you are not Igbo. I am done with you.,neu,0.0
You believe anything you are told?,neu,0.0
"Just see your weak life, full of fear!! Cultist surrenders arms in River state... So why would ipob be number one suspect?",neg,-0.8217
don't go and kill Igbo people oo! Please face your problem and leave igbo people alone.,pos,0.3464
I always advice ipob to start high profile assassination and hit and run killing to those who attack them with their families inclusive by then people will know that life have no duplicate,neg,-0.9274
Of course Nigeria is a contraption. Does it now make me an ipob?,neu,0.0
That's how your question makes no sense. Tell us how security agencies detect crime operators? How do America fish out criminals in their midst?It is only in Nigeria that you guys are spreading such false logic with no substance.,neg,-0.8611
"We are not silly on this platform, we can differentiate between sane Igbos and IPOB miscreant. ",neu,-0.0191
"We know them, even in real life we can single them out",neu,0.0
"If you sepend one third of the energy you spend on Boko haram and Fulani herdsmen, they would have been a thing of the past.",pos,0.2732
But no... You have never blamed any other groups. Why?,pos,0.3724
Better stop because you ain't making any sense.,pos,0.1779
"I'll always say it that only one group of people benefit when southerners fight among themselves. If the educated southerners will allow their fragile emotions think for them, then they must bear the consequences of their foolishness. Woke CAN NEVER ABSOLVE HIMSELF from the Obigbo massacre and he must answer for it in due time. Bombing a church is the handiwork of a well known terrorists group book haram. The enemies of IPOB already have started accusing us of the attack but to what end? To create chaos in Rivers state and the South in general. Wike can choose to fall for their games again but he must remember like Saddam that when you start witch hunting those who where never a threat to you and your erstwhile haters start cheering you up, know it that they're applauding your foolishness which automatically will lead to your destruction.",neg,-0.8922
You are also a suspect! Game over  for IPOB!,neg,-0.4184
you are making sense this morning ,neu,0.0
We are talking of Rivers now not any other place.,neu,0.0
Just like I blame Northern leaders for not handling BH and Bandits,neu,0.0258
Wike should call in the army and ensure that all ipob miscreants are flushed from the state into the near by lagoon,pos,0.3818
"I will always point you out for the wolf in sheep clothing that you are. All of you and your gangs can never succeed. I'm way smarter than you and understand the game at play. Mark my words, you will fail woefully.",neg,-0.5312
"Aboki , have you finishing watching Boko Haram that beheaded 43 People in your enclave. Leave SS out of your misery and face your already wretched and backwards region.",neg,-0.5994
"So if they open my phone and see the pictures my people with biafran flag outside the country snapped and sent, will that make me an ipob member even when I haven't listened to their radio or know anything about them.",neu,0.0
The creator gave us two ears to hear both sides. You are listening to the words of a biased man without taking time to verify the truth. Isn't this why innocent people die carelessly?,neg,-0.7741
So Nnamdi Kanu is a prophet or IPOB members have had a prophecy that something as this would occur? Just ask yourself. Am I doing what is right by being emotional over being reasonable over unverified claims?,pos,0.2406
The creator also gave us two eyes and one mouth to see more and say less. I know the hadith.,neu,0.0
Is there any place I stated or assumed myself to be a member of ipob or follower of MNK?,neu,0.0
"The head terrorist Kanu, what is the make up of his Ipob he keeps propagating. You must balance your question to make meaning. Unless you are second Kanu, who kill his own people while ass licking others as ipob members.",neg,-0.9313
"I think I've addressed this your myopic reasoning in my reply. If you want to talk to me, make reference to my post and leave MNK and IPOB out of it",neu,0.0258
"Yes, you have constantly give yourself away as closet Ipob.",pos,0.4019
Stop misleading the younger generations around you with biased and whack logic.,neg,-0.7184
Stop creating Crises in minds of this fragile younger generations.,neu,0.0
"Upon the presense of Bokoharam,  Borno State is safer than the EAST. More People die in the EAst as a result of crimes compared to  Borno.",neg,-0.3353
 And you think ipob are jobless? Most of you will stay on social media and be typing nonsense. This one think he is more responsible than those he tag ipob members.,neu,-0.0276
 Don't quote me again,neu,0.0
 Are you better than ipob people?,pos,0.4404
Our bad leader always give you irrelivant topic to argue about making you to deviate frm what you should fight against. Lazy and directionless youth every where. Na IPOB BE THIS COUNTRY PROBLEM OR BAD LEADER?,neg,-0.9563
 you are big fool,neg,-0.4404
Ipod miscreants at it again.,neu,0.0
I don't even remember you calling the North or hausas to disscociate themself from Boko Haram despite their muderous activities . What prove do you have to show this was done by IPOB? You just poured out your hate for people without justification and prove.,neg,-0.5719
You call your sultan a liar? You must be an infidel.,neg,-0.5106
so you are saying all the carnage in the east was ipob....even the ones i clearly saw it was area boys you guys still blame ipob...what the fuck mehn,neg,-0.4939
That is the handiwork of senseless people attributing it to Ipob.,neu,0.0
"How I wish he died in the blast, only then wike would have understand that this is beyond gaining political points.",pos,0.2263
Don't pee in your pant at the mention of Ipob. It could be a retardedd zoogerian that blew up the church,neu,0.0
"I don't support you. Igbos are not IPOB, IPOB is only a criminal entity trying to destroy the Igbos. oreover, some parts of my state like Oyigbo and Ndoni/Egbema LGA accept being Igbo. So Igbos are not strangers or visitors in Rivers, they should only desist from having anything to do with IPOB.",neg,-0.6197
All churches in Nigeria are fake. There's no single original church in Nigeria. The lives of their members justify my valid submission or assertion.,neg,-0.4588
"Well,  his house was bombed weeks ago. Where is the army to flush so called ipob members in port Harcourt? Till date only police men are keeping vigil over there.. So stop crying over spilt milk",neg,-0.5819
"Talk is cheap,  fact is sacrosanct.",neu,0.0
LOOK LETS ALL BE AWAKE FOR ONCE THE GOVORNOR ONLY BORROWED A PAGE FROM THE HOODLUMS SCRIPT IN LAGOS STATE SOON THEY WOULD ROLL OUT THE MILITARY AND CALL IPOB TERRORISTS JUST LIKE THEY CALLED END SARS TERRORISTS AND BLAMED THE DESTRUCTION OF LAGOS ON THEM....................YOUR POLITICIANS ARE THE REAL ENEMIES OF THIS COUNTRY SEE EVEN BOKO HARAM ARE SAINTS COMPARED TO THEM ITS THE REASON US AND SO MANY OTHER COUNTRIES REFUSE TO SEND MILITARY EQUIPMENTS TO THEM CAUSE IF THEY HAVE IT AT THEIR DISPOSAL SAD TO SAY BUT THEY WONT HESITATE TO WIPE OFF ALL NIGERIANS THAT CHALLENGES THEM THE REAL TERRORISTS IN NIGERIA ARE THE POLITICIANS FOR NOW EVERYONE SHOULD BACK DOWN AND LET THEM HAVE THEIR WAY LETS FIGHT THE BATTLE IN 2023 ELECTION THROUGH OUR VOTES,neg,-0.9796
"IPOB and Nnamdi Kanu  are responsible for the violence,  killings and looting during the EndSARS protest in Lagos and other Cities. Nigerians will soon pay them back in their own coins.",neg,-0.8658
Ejected by who and to where? Can someone eject you from the land of your ancestors? Well only fulani herdsman or boko haram members can do that. Well it's all for the fun shaa and you know it,pos,0.782
Good and sensible reply. The reason I overlook most of your post despite knowing your are Ikwerre is because you sound fair and truthful most times. Atleast 85% of your submission here so far are good and Inorder neither have I seen you attacked Igbos.....Kudos.,pos,0.8107
"I have consistently made it clear here that Ikwerre is now an independent ethnic nationality who traced their origin and ancestry to Edo state...Bini precisely, Every of their allegiance now lies and goes to Bini ..and are now totally different from Igbos ",neg,-0.0516
I still don't know why it is hard for some to accept the obvious fact.,pos,0.296
The problem here is IPOB and I insist must be rooted out which we fully stop. Keep it up in saying the truth as it is... kudos.,pos,0.1045
" . You finished this guy especially at the emboldened, tell them to carry ipob to their community of origin to cause carnage and watch them backtrack",neu,0.0
His moniker says he is a confirmed zombie. How on earth will you reply a confirmed zombie? Who does that? Well I just did. It's all for the fun. I understand you trying to talk sense into him. But is not worth it. I repeat it's all for the fun. don't get worked up over nothing,pos,0.8123
Don't be silly with your question.,neu,-0.0191
"See how you're comparing ipob with boko haram.. So you're enjoying the ugly news of what is happening in Borno and North East as a whole and want similar carnage in Igboland, you're an Igbo hater then and God pass all of u",neu,-0.0056
That is why the Igbo states bordering Rivers State should follow through with the National boundary commission and take It seriously in court.,neg,-0.1779
"Get your lands back legally like akwaibom did to cross Rivers. All that ""Rivers state is an Igbo State"" sentiment should be discarded. It's a foolish sentiment.",neg,-0.1531
"All the allegations they leveled against IPOB, did they show you people one shred of evidence or proof beyond mere words?",neu,0.0
"Well said.. These ipob guys deal on emotion, they create a problem they can't withstand",pos,0.128
Do you ask for proof when you gulliably believed Lekki massacre? Did ask for similar proof when you ignorantly swallowed Jubril El Sudan from your coward fugitive Diletor? You are nothing but hypocrite IPoB,neg,-0.4871
"They create problems and always try to whip up igbo sentiments anytime it backfired. Meanwhile I thought they said Ipobs are for Igbos, ibibios, Ijaws etc Why are they always whipping up sentiments using Igbos whenever they create crises",pos,0.128
God will punish you,neg,-0.3182
"Exactly, I'm yet to see ipob activities in bayelsa, akwa ibom and Cross river or even delta done by the natives, they will turn a peaceful place into chaos for no reason and not even as if they have anything to achieve",neg,-0.4019
They have never achieved anything. If they are serious let him go and start up Ipob In those places and not going about wasting lives of numerous Igbos since 2016. Uncountable lives lost due to foolish following of a lunatic who lives and enjoys live in London.,neg,-0.3274
"With Lekki we saw videos of Army shooting people, we saw pictures, we saw blood on the Nigerian flag, we saw people in Hospital.",neu,0.0
"Where are the pictures and names of the police men and soldiers killed by IPOB?? You guys think you are clever?, how can you guys see a bare lie and propagate it as truth,how do you even sleep peacefully at Night  when you guys propagate lies so that a group of people will be killed?.",neg,-0.7059
Your prayer should be nnamdi kanu out of foolishness should not claim responsibility,neg,-0.4215
 i keep saying it that guy is not igbo. No matter what he writes or says,pos,0.2057
But you didn't see the bodies of those killed in Lekki ?  Or the NA ate the bodies of those massacred at Toll gate? You are nothing but IPoB Wailing zombie,neg,-0.4784
avoid sentiments pls!,neg,-0.2942
"Now that he has given you two eyes, why are you looking at one side? What has the Hadith got to do with this?",neu,0.0
"IPIG excuse maker, you should be identified and arrested for posting this IPIG terrorist rubbish.",neg,-0.8176
I hope the talkative will resist the temptation to claim responsibility. Any uncalculated utterance will give them chances to pin this on him.,pos,0.5719
Don't quote me again. Thank you,pos,0.3612
Nnamdi kanu is mad deal with that,neg,-0.4939
I Am not an IPOB member neither do I support them but this your post shows how wicked your heart is. How can you say that IPOB are worse than Boko haram? ,neg,-0.8854
You need to live in the north east to see who boko haram are rather than spewing your heart full of hatred here.,neg,-0.6369
Make our brothers too resist the temptation of using it to brag,neu,0.0
"igbos are the most important tribe in Nigeria. Without igbos, Nigeria is dead. If it hurts you, jump from three storey building.",neg,-0.7436
This is a wise thought.,pos,0.4767
"why invite them to your community when you can give them what they want.... biafra is it hard? Anyway we understand your pains. Without igbos, Nigeria is dead",neg,-0.7845
And we should pray those two suspects caught by coincidence don't turn out to be igbos,neu,-0.0258
and we should divide Nigeria so that terrorist will leave us. is it hard?,neg,-0.7635
And in 2023 he will start amending and seeking votes for another higher political ambition.,neu,0.0
ipob are terrorist we agreed... We should divide the country so that they will leave or don't tell me that igbos are the most important tribe in Nigeria,neg,-0.5868
Even if they are which I doubt. One can only be judged by his proclamation. Not necessarily what he said during the heat of argument but proclamation.,neg,-0.3612
"Anything MNK says from now will set the tone for the future and IPOB and Ndigbo at large. Like it or not, what these people do indirectly affects our future.",pos,0.3612
And what you gonna do if I do again? Come and bomb my house like your fellow terrorists just did in Rivers?,neg,-0.7319
"Hmmm, so you don't know that threats of death dont deter nor prevent terror especially when its nationalistic,us army is pulling out of afganistan belatedly.",pos,0.0677
Yes the North has been shielding their bad eggs but today they're crying insecurity.,neg,-0.85
Always on point....,neu,0.0
I did not say you should not establish your foolishness. I only said you should piss like a donkey on heat. Simple ,pos,0.2805
"If found, they should be treated as terrorist.",neg,-0.6908
We know who the culprits are. They are the purveyors of hate and bile. A very demonic group.,neg,-0.5719
Apprehend more of the devil incanates and deal with them decisively.,neg,-0.6872
Woken up to what exactly? I have always been objective to issues concerning ndi Igbo.,neu,0.0
"Violence was one of the reasons Uche Mefor, Kanu's deputy stated as why he quit IPOB  .",neg,-0.6249
IPOB is now trying to destabilise Rivers State  with violence and River's  is not even in SE.,neg,-0.6249
What is happening in the North is more than what meets the eye. Only those that know their history understands what is happening there. It is a continuation of unfinished business,neu,0.0
please are you an IPOB apologist?,pos,0.3182
He is not a Terrorist like IPOB,pos,0.3875
Are you one of them (IPOB Terrorist group)?,neg,-0.6908
What wolf in sheep clothing? I am very straight and honest to issues concerning ipobs constituting nuisance in Igbo land. My only mission is to stop Ipob from sending Igbo youths to their early grave.,pos,0.2398
-What do you mean? Is like being asked if you're an Arewa or Oduduwa apologist. Does that seem like a smart valid question to you?,pos,0.7941
I'm ashamed at your comment. So you're happily calling yourself a member of a Proscribed Terrorist Group. Is Arewa or Oduduwa a Proscribed Terrorist Group?,neg,-0.8632
-Take your Nigerian level idiocy somewhere else! ,neu,0.0
"-If you're looking for a terrorist, look no further than your illiterate Head of State. Imagine!  ",neg,-0.8016
But a sane person will never support any Terrorist group.,pos,0.357
I feel your pain bro!,neg,-0.5562
TRASH!!!!,neu,0.0
Now try again.  This time try and use some common sense.,neu,0.0
We are waiting for Mr Kenny Okwu popularly known as Maazi Nnamdi Kanu to react to this allegation.,pos,0.4215
 Me your Bro? It seem you're an illegitimate child. Don't go and ask your mother who your father and brothers are.,neu,0.0
terrosits feuling seperation is different from criminals trying to survive. Igbos and ipobs are one and same because they share the same belief just that one is more vocal. They should all be flushed out. Arrant nonsense,neg,-0.6369
i have sent the information to the appropriate authority in river state......u will hear or see wetin Wike go do to that proscribed terrorists called Ipob...,neg,-0.5859
Only church and your are complaining. Your brothers executed 66 of your siblings and you are here posting rubbish. Wike will NEVER EVER go unpunished.. IDIOT,neg,-0.7034
Foolish reasoning.,neg,-0.2732
Again be informed that no governor has any power to send any ethnic group out of his state so don't tell us your Wike crap.,neg,-0.5859
"Yeah! I'm in my house now, come and kill me..",neg,-0.5848
Fools everywhere. See how you are disgracing yourself here.,neg,-0.4939
Are you ok? How can a sensible person be claiming he is part of a Proscribed Terrorist group. God forbid!,neg,-0.6114
Your pain is increasing bro!,neg,-0.5562
Its like you are crazy and your insanity is affecting your thinking. You lot are the same.,neg,-0.5574
"This is the reason why no matter how much they rule Nigeria, Nigerians can't just hate them they are very truthful.",pos,0.6359
What he said is 100% truth.,pos,0.3182
It's nobody's fault that you people didn't use your time as president and vp allow others use theirs,neg,-0.2023
"Igbos don't hate Nigeria, on a very good day ipob won't exist.",pos,0.7344
What is driving ipob struggle is the death of infrastructures in the east and igbo presidency.,neg,-0.7351
"why wasn't Yorouba discussing AD during PDP era.. Obviously you guys think others southerners are traders and not political wise. PDP is the only party where southerners have equal interest with the North .. since that has changed, expect it to happen in Apc too. ",pos,0.4847
"We have seen Tinubu with his intelligence, allow him to battle with Nothern Apc, no southerner will smell power for another 45yrs to come .. obviously his choices are affecting other southerners.  And we really have to fight our interest this time differently.",pos,0.0865
They see themselves as Sophisticated. It took a few politicians from the north to scuttle his 3rd term ambition. People see truth but always stifle the truth.,pos,0.5574
"It's in the interest of Nigerians if igbos rule Nigeria, igbos are the only people located all over Nigeria, so we will try our best to send development all over Nigeria.",pos,0.802
The southeast has the smallest land mass so even if we some people try to accuse an igbo president of focusing on the southeast the southeast is too small the surplus from focusing in it will still be enough to focus on many other regions,neg,-0.2023
"1999 was sure southeast slot, based on the fact that during the military time SW ruled, But to pacify southwest based on mko abiola they went and brought obasanjo out of nowhere and gave him president. They can pacify southwest and everybody allows but lets pacify southeast all hell wants to let loose",neg,-0.8658
"They are only trying to create problems in the south by saying that. If the SE can raise a viable candidate without the usual infighting and squabbles they are known for, a candidate they can sell to other parts, then so be it. But I know its not possible. They will always fight and also insult other people. Nobody will give SE the presidency on a platter of gold please.",neg,-0.6369
You will back the in the grave you mean with a slit throat? Be my guest oo,neg,-0.3818
The southeast is the weakest region politically so it's obvious that if southeast doesn't perform Southeast doesn't have what it takes to win reelection.,pos,0.128
"This should send a message to anybody who means well for Nigeria, you can't be calling others ipob when you don't mean well for Nigeria, that makes you an ipob too",pos,0.4939
They love it. They prefer to be sacrificing themselves and dying in 100s daily for presidency to remain in the north. Northerners are more like wild animals without sense of responsibility.,pos,0.7902
"Yoroubas has the mentality of winner takes it all. They can't have people with equal power at hem of affairs.  I see that mentality in everything they do .. That's the mentality that made Tinubu assume after Buhari then , He is next to choose .  But Nigeria is bigger than that, We have other zones with a different mentality in Apc and trying to scuttle power in a  varied place like Nigeria is not possible, the result is acting like a sellout for a period of time thinking, next turn is yours.",pos,0.8316
You mentioned 2 people and 1 cockroach and you think that is enough?,neu,0.0
"Power should be given to either the north east or the north central then, at least we will know the north is using it's tenure than it returning to a region that has finished it's tenure, then the north would count it as the tenure of the south",neu,0.0
Give the east a chance,pos,0.25
"Why are you guys always fond of portraying your bad attitude on others? If we analyse your history from Awolowo-Akintola, Awolowo-Abiola, Sonekan-Abiola, Obasanjo-Falai, Olubunmi Etteh-Dimeji Bankole, Tinubu-Bode George, Tinubu-Fayemi  you'll always seen an attitude of pull him down amongst your people as usual.",neg,-0.1531
"So because PDP a party that loves infighting decided to cause problems among brothers, it now means that Igbos will fight among themselves for Presidency?",pos,0.3321
