comments,sentiments,compound
Symptoms can be misleading. But he said agreed she's +. Now imagine that girl told you she's positive and you have been having non stop symptoms.,pos,0.2023
True sha.,pos,0.4215
God help us all.,pos,0.5859
congrats....abstinence is the key...I felt bad for @military may God see you through I believe you can still make it.... @skipture you will still test again thought you crossed the 6 months mark....is the 6 months mark not conclusive again you are scaring us oooooh,neg,-0.6486
"Seriously brother.  If not that sex is involved, I wouldn't even be perturbed regardless of my symptoms.",pos,0.0864
"This is my 8 week of being restless, depressed, scarred etc just because I had sex.   I'm waiting for 3months to go for test.   Until then, my fingers are crossed.",neg,-0.6597
 That one is cancelled then.,neg,-0.25
I still have fever and sore throat though after many doses of antibiotics.,neg,-0.3612
The small rash disappeared quickly though.,neg,-0.5574
8 weeks is more than enough.,neu,0.0
"If it is negative now, it would almost never change.",neg,-0.5719
I wish eight weeks can come fast for me so that I can have full peace of mind.,pos,0.7351
I was told that 8week's test is inconclusive.,neu,0.0
Where you take read that one. It only gives you a reflection of your status.  You still need to check at 12 weeks. 84 days or so.,neu,0.0
"In that sense, I will be testing on Monday. ",neu,0.0
" If only God would give me one more chance, by truth, I will stick to celibacy till the right time.",pos,0.7146
What will I tell my mother if I test +?,neu,0.0
Na so all of us Dey talk.  Me that was scared as hell. Immediately I confirm my own. I still did my thing the following day. No one is + here. It's just anxiety. The only people who should be worried is scripture and military. If they actually had those symptoms,neg,-0.9118
Officially.,neu,0.0
But it is near accurate.,neu,0.0
Do it now.,neu,0.0
 12 weeks is better it gives you a better hope that you have crossed the first half of the journey congrats on your test,pos,0.9022
I had symptoms too.    ,neu,0.0
"3 weeks post exposure, I had mild fever, sore throat, flu and persistent stooling that lasted for two days.",neg,-0.6249
"Few weeks later, I developed rashes on the neck, white tongue and patches on the tongue. The white patches are still there. These symptoms are related to ars.",neu,0.0
Night sweats? Chills?  No two people will have same symptoms anyway.  Just wait after 12 weeks check. Visiting all those hiv sites and forums. I won't even trust 1year test again.,neg,-0.6442
"I had chills and night sweats too. However, I'm not having any symptoms again, apart from the tongue patches that comes and go.",neu,0.0
Hopefully you will be ok. I have had the scare of the white tongue before. It turned out to be nothing. Just relax when the times right do the test. You can try those government hospitals. Testing is free. Rather than spend money.,pos,0.3806
Hopefully you will be ok. I have had the scare of the white tongue before. It turned out to be nothing. Just relax when the times right do the test. You can try those government hospitals. Testing is free. Rather than spend money.,pos,0.3806
Some tongue patches are benign.   I just hope am not positive.,pos,0.3129
"Seriously, sex doesn't worth all these anxiety I'm going through. I'm not even seeing my self banging again. Not ever!",neg,-0.52
we all know it's not worth it. But after all this. You still going to do it. I had to read some of your post. And see your Monica.   ,neg,-0.1695
4 weeks later and I'm still purging.,neu,0.0
I have done 6 HIV tests.,neu,0.0
5 RVs and 1 PCR test( they said the test can detect the virus as early as 10 days ).,neu,0.0
All came back negative.,neg,-0.5719
But that purging is really discouraging me.,neg,-0.4927
"I also did test 4 the 2 girls I was involved with, also negative.",neg,-0.5719
"Also testing for typhoid, malaria, abdomino-pelvic scan, stool msc, occult blood.",neu,0.0
Money were I done blow ontop that matter ehnnnnnnn.,neu,0.0258
"I hope Military87 remains negative ooo. because if the guy turns positive, we go start hope for 24 weeks. Mehnnnn, dats a very longggggggg waiting period.",pos,0.6908
"Please, I don't really understand this white tongue I have been hearing. Does it mean the entire tongue will be white in color?",pos,0.3182
I got the info from a guy on that trend ( cocococo ),neu,0.0
You should relax if truly they are negative,pos,0.2732
I even got Weak when I saw he's still panicking. Both girls are negative and you did pcr. Back then when I wanted to do it. They told me 50k.,neg,-0.8591
Please doctors in the house I have a serious problem.,neg,-0.1779
I don't go to toilet again because of that my stomach keep growing everyday because I don't go to toilet,pos,0.1779
I am scared of eating again,neg,-0.4404
"Please doctors, does my problem have a solution",pos,0.2263
"Please if I am going to die, tell me be sincere",neu,0.0258
I have never felt this kind of problem all my life,neg,-0.4576
Any hope?,pos,0.4404
"I went to hospital and complain, they said that I have ulcer and I am currently taking the drop 2 days ago",neg,-0.5574
Yet am not able to go toilet,neu,0.0
"Please help me,",pos,0.6124
Sometimes toilet will purge me but the only thing that comes out is only too much gas and very little shit,neg,-0.7076
The size of the shit is like one spoon of rice,pos,0.8402
Am finished,neu,0.0
Please help me out,pos,0.6124
Is their a cure??,neu,0.0
Help me please,pos,0.6124
"go on fruits , avoid orange and pineapple,  if possible blend ugu, cucumber and drink,  do this 3 times  a day and I bet you would be back to normal... but if it sisnt work for you then re visit the hospital again",neg,-0.1531
Am scared to eat oo,neg,-0.4404
My stomach they grow ,neu,0.0
Am scared,neg,-0.4404
" don't be, do wat I told u, you would b fine, are you in lagos?",pos,0.2023
Am in ph,neu,0.0
my nails are becoming harder and darker and my lips is dry hope am not infected because I had sex with a  girl for the very first time in my life and i used condom but since that day have been getting sick it is up to two months now please help me out because the girl said she's not infected and my lips is dry so also my nais are hard and brown.,pos,0.7688
"create a topic and call the mods to help you take it to the front page, you'll get more answers/help",pos,0.5859
Go for HIV test and be sure. no man will live forever.,neu,0.0258
What made the post rubbish?,neu,0.0
"I mate with a girl some months ago, probably runs girl I can't really verify. I noticed I fell sick in about two weeks later. The second day I noticed the fever sore throat immediately accompanied it. I treated malaria and bought strepsil. Everything went off. In about two weeks again I fell sick again this time terrible, my tongue became bitter and later I noticed hairy stuff with some red spots on my tongue. I treated malaria again coupled with antibiotics. I have been feeling fine now. No other symptoms but I just jammed this thread accidentally and   since then my mind has not be at peace. I did HIV test in week 3 after the sex exposure in the Lab. Did another rapid test in week 4. Did another lab test in week 6, did another rapid test in week 7 with alere, did another rapid test yesterday with Alere and I did another rapid test today with UniGold because today marked the week 8. All came back Negative. No rest of mind again. Only God knows how many test I will do   ",neg,-0.9639
If I scaled through this no more sex until marriage. Let us be wise. May God help us all. Please fellow Nigerians put us in your prayers. No one Is perfect,pos,0.8481
did you use condom,neu,0.0
I used a condom but poor me instead of washing my hand after removing the CD. I wash my dick with water directly without washing my hand and I noticed a spot down my stomach,neu,0.0
Nobody is perfect strong word....minimum 12 weeks maximum 24 weeks after that you can be free... if you check online they say 12 weeks I can't just explain with stories of people who seroconverted after 12 weeks God forbid,pos,0.7783
How much is the test please...,neu,0.0
The test are free bro. Walk in to any state or federal hospital. Good luck,pos,0.8481
Need not forget. I heard loosing weight is another symptoms. But I am adding weight ,pos,0.1695
"Did you had night sweats, swollen lymph nod, mouth ulcers, genital warts, white patches on the tongue?",neu,0.0
I'm sure you're not +,pos,0.3182
HIV is not that easy to contact.,neg,-0.3412
Free your mind bro,pos,0.5106
"I only have white patches on my tongue which I mentioned on the post. I don't have any of the rest because I could remember I sweat at any thing even before having sex with the girl. If I sweep for 2 seconds I will sweat normally. So I can't attribute the sweat to the girl. My symptoms are: fever, sore throat, malaria, tongue was bitter after the malaria plus white tongue with some redness on it",neg,-0.6486
I'm optimistic  you're not +.,pos,0.3182
HIV is not that easy to contact. Just test after 12 weeks.,neg,-0.3412
12 weeks test is conclusive.  That's exactly what I'm waiting for.,neu,0.0
"Until then, let's keep our fingers crossed.  ",neu,0.0
I don't even see my self having sex again!,neu,0.0
Have been promising my God if I can pass this over no sex till marriage and I mean it. Thanks for the word of encouragement,pos,0.8074
Please can you explain this white patches on the tongue for me. Is it like a wound or what?,pos,0.5859
It not wound. Just tongue turning white with some red spots around the front side,neu,0.0
"Sorry, who is (are) PLHiv?",neg,-0.0772
PLHiv= People Living With HIV,neu,0.0
You can get hepatitis from toothbrushes but not hiv,neu,0.0
"i had sex with a prostitute on august 24, i used a condom which was not broken, but the thing is that i touched the tip of the condom while removing it from my dick, with my barehands... if there where body fluids in the condom, and my mind is telling me that i rubbed that same hands on my eyes and touched my nose with it too...",neg,-0.568
i am dieing of anxiety... Am I at risk of hiv?,neg,-0.2732
Are you symptomatic?   ,neu,0.0
"If yes, enlighten us about the symptoms you're having.",pos,0.7184
Not much ... Just that i am unable to eat...  I drank only water and few morsels of eba and i was already satisfied unlike me...,pos,0.4215
Have you tested since then?,neu,0.0
It should be ten week now or thereabouts.,neu,0.0
Nope!,neu,0.0
I will test in 12th week.,neu,0.0
"I was told that, 12th week test is conclusive.",neu,0.0
Nothing is wrong with you bro. You can't possibly get HIV that way.,pos,0.3724
Are you still feeling symptoms?,pos,0.128
Only white patches on the tongue.,neu,0.0
People living with hiv,neu,0.0
"So the fever and sore throat, body weakness and rashes have gone?",neg,-0.6486
And On which part of your body did you develop rashes?,neu,0.0
All gone!,neu,0.0
The rashes were on the neck and back.,neu,0.0
Good luck.,pos,0.7096
Lets respect ourselves and stop sleeping around. I don't even know when we turned ourselves to animals. I would've suggested marriage but even married people are sleeping around. Allah help us.,pos,0.6124
May we not be unfortunate in life. I just went for another test this morning making it exactly 2 months (61 days). 1200 naira dropped again. Still same negative my people. I need your prayers all. Going for another test October 30 or November 2,neg,-0.3004
Are you symptomatic?,neu,0.0
Dont waste your money on test.  Wait for 3months if you are negative Wait for 6months. ,neg,-0.3331
Update military starts treatment this week. Dudes so suicidal. You guys should please drop a message here hopefully he sees it.,neg,-0.5915
Check my post up there,neu,0.0
Did he test positive?,pos,0.5574
"From what I got online, 8 Weeks is very promising.",pos,0.4576
It probably will never change.,neu,0.0
Is like military has deactivated his account..,pos,0.3612
he wasn't specific.  He just he's starting treatment this week. But the girl he slept with is infected,neg,-0.4939
Don't believe them. If  you ar very or obviously symptomatic check at 3 and then 6.,neu,0.0
Damn.,neg,-0.4019
"I know you can read this, see even if it turns out to be positive please I beg you, don't think of committing suicide it is not the end of the world.  Just start your medications, eat well and maintain a healthy lifestyle.  It's well",pos,0.7251
", this is serious. God will see him through..",pos,0.2023
"I had an exposure 1st July 2018, ",neu,0.0
"had hot feet, fever, diarrhea and weight loss (No sore throat, no cough) 3weeks later, ",neg,-0.7184
I have follow-come pimples on my body (esp my back) so I can't tell if I had rashes within that period. ,neu,0.0
"had whitish tongue 11th September 2018, ",neu,0.0
"tested negative 13th and 14th September 2018,",neg,-0.5719
Treated the whitish tongue within 3days by brushing the tongue with salt and drinking warm salt water. ,pos,0.2263
Since after the test I regained myself and anxiety disappeared... ,neg,-0.1779
"I've not tested again since then, but hearing @military story is making me scared all over again.",neg,-0.5927
wait I don't really get it did military's test at 3 month showed negative and later turned positive at 6 month,neu,-0.0258
"If you are living with HIV, never run out of black seed oil, the number 1 immune booster. Call 07031315222 to order",pos,0.3612
I think so,neu,0.0
I am not sure if he tested positive. he doesn't even chat or pass messages well on mail. he stopped replying totally. he only said the girl has an infection. might be HIV hr didn't say. but with all he has and maybe he did one of the test recommended to later conclude. alot of people claim to be positive when they are not. like one other thread I saw. ,pos,0.7472
about the 3months mark.  you all should ensure you check at month 6.  even in general hospitals they always tell you to check after 6months. especially symtomatic people.,pos,0.3818
I've checked at 2 years post exposure and it never changed non reactive(negative),neu,0.0
and my exposure was one thrust and less than 5 seconds sex that was my first time trying sex and I never tried it since then ,neu,0.0
but my main concern right now is that if military test positive after 6 month despite negative at the initial 3 month which doctors claim it is conclusive that means anyone can test positive anytime......,pos,0.9413
I don't understand pop please clarify,neg,-0.2411
I had so many symptoms then,neu,0.0
I am not a doctor but I don't think anti bodies can take that long to develop. some say it happens. but very unlikely to happen.its very rare. maybe one in a million cases.  so do the maths.  what were you symptoms,pos,0.3491
I sympathize with you may God give you the strength to continue and may the mercy of God locate you......By strength shall no man prevail God we ask for your Mercy.....may your Mercy speak for us even at times like these with our mistakes give us a second chance because nobody is perfect,pos,0.9595
"Out of fear and anxiety I did my last 6th test at the 6th month non reactive using determine strip at a different lab again I also did VDRL negative but I have sore throat and neck pain, experts in the house can I continue testing or just forget it....I thank God for his mercies no one is perfect no more till the right time celibacy continues....I wish everyone goodluck",neg,-0.6059
The tongue patches could come as a result of the antibiotics you took.,neu,0.0
Should also be taken with pure colloidal silver too! Drops HIV load to undetectable within weeks!,neu,0.0
Check my signature on how to get pure and nano-particle colloidal silver for the treatment of all viral infections that defy medications.,neu,0.0
"I hv done all the test needed yet negative. Still my mind won't let me be oo. Depression and thoughts are killing me slowly. Don't know how someone will tell me that after the results read negative, that there are still chances of positive in future",neg,-0.9022
I don't know. I am rather focused on how lucky I am. I still have unprotected sex with her till date.,pos,0.4404
I know I am among the few lucky ones who have resistance to HIV via sex.,pos,0.4215
I wouldn't want to try blood contact on open wound though.,neg,-0.0572
 Did you later test?,neu,0.0
 I'm still battling symptoms o.,neg,-0.2732
 don't mind him.,neu,0.0
"Yea bro. I  tested last week again, making it 4times, still negative.",neg,-0.5719
You should relax yourself bro. I'm sure you're not +,pos,0.6369
"I want to believe it o but when i remember my symptoms, the fear starts again. At least you don't have swollen lymph nodes and mouth ulcers na. So your own might be something else totally.",neg,-0.631
"I had swollen node lymph, severe mouth ulcers, genital warts and almost had all the pronounced symptoms of HIV. I was scared; I cried bitterly; I was suicidal. But, I went for test  for 4 good times in interval of months, I tested negative. This is the 7th month now. I will still test again next month.   ",neg,-0.9468
"  You need to relax your mind bro, there are many viral infection with common symptoms of HIV. Get tested and relax.",pos,0.7003
You had while i'm still having symptoms,neu,0.0
 what type of symptoms are you still experiencing? And when last did go for test,neu,0.0
You must have a very wacked thought.,neu,0.0
"sores in the mouth, i still have swollen lymph nodes and recently started experiencing cold",neu,0.0
It's been over a month i tested last,neu,0.0
Very easy to say if you're not in my position,pos,0.4927
" Well,I'm just trying to say,if the results shows negative,then negative it is. You can try doing the test 2 more times in another hospital. You will be alright,no hard feelings.",neg,-0.6249
"this is serious,do you experience joint pains or movements in your body? I will advise you to run another test in a good government hospital,if it remains negative, then run a full blood test to ascertain whatever is wrong in your system",neg,-0.7717
"Experienced everything in the books, i'm left with the symptoms i stated up there.",neu,0.0
Have you tried a PCR test.,neu,0.0
"okay,try and repeat the test in a good hospital,have you explain your experience to any doctor,if yes what was their response",pos,0.6808
 How do i contact u? kindly send me a message on whatsapp 08164272477 or drop yours so i cn.. very urgent please,pos,0.7214
"HIV test ain't rocket science, government or no government hospital. The test result should be reliable.  . Two lines positive and one negative, I had to read all his symptoms again.  Man or man if I were him I will be scared. But negative is negative.",neg,-0.9118
so what is responsible for all these symptoms? The symptoms are too glaring,pos,0.3744
That's what the hospital is for?,neu,0.0
"But If he goes there. They will tell him it's negative so he isn't positive, give him drugs for what ever he's complaining of. The sores and what ever thing he's experiencing. The best thing is he keeps on checking if it's ever going to be positive. There are cases like this online. Even the military guys own was even worst. I did see his post on medhelp. He's still negative.",neg,-0.9182
" i understand your point,but what could be the cause of such cases?",neu,0.0
I can't tell. I am as confused as you are. My advise is he should keep checking or do a pCR. This might actually help him rule it entirely.how often do you have  the mouth sores,pos,0.1027
how often do you have the mouth sores,neu,0.0
 tot military tested positive?,pos,0.5574
I don't think so. I think someone chatted with him and confirmed he wasn't.,neu,0.0
" he was, the girl he slept with later confessed she was positive,  someone chatted with him and he told the person he was infected but wasnt specific.",pos,0.0516
I did come across his post on one site. He isn't positive. Except his status changed or something.,neg,-0.4449
 No i have not done it o,neg,-0.296
The last time we chatted he was Negative. we even chat on an HIV website too. I tried reaching him but it did not go through the day i tried.,neg,-0.2382
ok,pos,0.296
"Relax bro, you will be fine. Anxiety is just messing your mind.  Have  you tasted?",pos,0.4588
I don't think his case is anxiety. If he's still having mouth sores. I doubt anxiety can cause that.,neg,-0.5994
What state are you? ,neu,0.0
PCR is within the range of 10-20k,neu,0.0
.,neu,0.0
You have no case with hIV man. But just do a test.,neg,-0.296
 Okay thanks,pos,0.5859
 .,neu,0.0
You ,neu,0.0
. Are you mistaking me for the OP.,neg,-0.2732
 No. I just added it there. No vex,neg,-0.5267
"no problem. What I keep on advising people is go and check. No need being scared, I had my fear but only a test can make you comfortable",neg,-0.1655
"Well I think I have to drop this here because it will be ungrateful of me if I didn't. I have done the last test after 6 months 10 days. And I am HIV, Hepatitis B, Hepatitis C, H pylori, VDRL free. I really appreciate you all. I did the test On the above on the 30th of January and everything came back negative. May God heal those that have been affected. Stay safe and healthy",pos,0.6901
Good evening. I just saw some white stuff inside my mouth like on my throat just now. It went off immediately I drank water. And ive been having what I think is fever because my bofy temperature is always hot(37-37.5). Idk whats happeming. I did hiv test after 6 weeks and it came out negative. Just because of one kiss. Im surprised. Does any doctor have an idea as to what caused that white stuff? Im really scared.,pos,0.204
Possibly oral thrush or clamydia. Heard warm water with salt inside used to rinse the mouth helps.  But visit the hospital.this one you posted it here you think it's HiV,pos,0.5423
 ok thank you. I'll visit the hospital today to run std tests because its strange. I don't want to believe its Hiv at all because it will be very weird. I did Hiv test on saturday (6 weeks) and it came out negative. I really pray it remains that way. But what causes oral thrush tho? Any idea?,neg,-0.1979
a lot can cause it. Just don't have hiv in mind.,neu,0.0
 ok thanks man. I appreciate,pos,0.7783
"That ""a lot"" also includes HIV and other causes of immunosuppression, such as diabetes mellitus, steroid therapy, pregnancy, chronic diseases(renal failure, liver failure, etc), malnutrition, old age, etc. ",neg,-0.765
"He did well to suspect HIV and to have appropriately done a screening test for it, since it is a recognizable cause of immunosuppression, and hence oral thrush.",neu,-0.0258
Any condition that can cause immunosuppression can lead to the development of oral thrush.,neu,0.0
"Oral thrush(oral candidiasis), just like vaginal candidiasis, can also occur in normal individuals, as well as in asthmatics on steroid-containing inhalers, especially if they don't rinse their mouths after each puffs.",pos,0.5574
 ok boss. its like youre a doctor. i have a few questions to ask. the fever and oral thrush happened because i kissed one girl like that in december when i had an open sore on my lip tho she didnt have. Am I at risk of hiv infection? What other tests should I carry out to know where my problem is coming from? FBC? Blood culture? Urine microscopy? Std test or all of them. Plus I have things walking on my hair and body. Like insects,pos,0.7149
"HIV is not transmitted through the saliva, unless both of you have wounds/sores in your mouths when the kissing incident happened. You should be more worried about contracting Hepatitis B, C, and Herpes simplex virus 1, which can be passed on via the saliva. ",pos,0.2975
"You can repeat the HIV test after 3 months, since you can't vouch if the lady had mouty sores at that time, as well as her status. You can also do screening tests for the hepatitis B and C viruses.",pos,0.2732
"For the other tests you listed, I do not see any indication for any of them at this time, in relation to your symptoms.",neu,0.0
"Remember we can not say for sure if what you had was oral thrush, as we didn't see it, and considering the fact that oral thrush is not easily dislodged by mere drinking of water. They usually need to be scraped to be able to remove them",neg,-0.4585
"The ""walking"" things on your hair and body could be attributable to anxiety/ psychological factors, known as psychosomatization. ",neu,0.0
"I advise you visit a hospital where you'll be fully examined physically, and real-time decisions taken.",neu,0.0
Quick one. You practice abroad. Is hiv test after 6months considered conclusive where you are despite one having severe symptoms that points to immune suppression like oral thrush.,pos,0.7081
"Every HIV test should be able to detect it after 6months, even in those who take post exposure prophylaxis(PEP) after exposure- their own window period may be prolonged by the medications.",neu,0.0
"So, a negative test even with the least reliable ELISA antibody test should be considered conclusive, if the reagents/strips used are in good condition ",neg,-0.2716
"In developed countries, if there's any doubt about the screening test, a more advanced one like NAT(nucleic acid test), which will detect the virus itself, will be quickly used.",pos,0.3729
"HIV is not the only cause of immunosuppression, and hence, oral thrush, and anyone who already has oral thrush arising from HIV or severe symptoms, as you said, attributable to HIV, will certainly test positive after 6 months. If otherwise, other causes should be explored for those symptoms.",pos,0.5267
Can I p.m you,neu,0.0
"Good morning sir. I believe the ""walking"" things are not anxiety because I just saw one very tiny insect(I think slightly yellow in colour) walking on my leg. I haven't gone for the hepatitis test yet but I will because I really want to know what's wrong me but I pray nothing is wrong with me tho  but this period is really helping because I am really concerned about my health. I plan on going for tuberculosis, hepatitis, Chlamydia and all other std test when I get more money. As fir the white stuff I cant really tell if its thrush but I normally see it Down my throat(its not really much, just spots like lines. I' been bringing out phlegm like it comes out with saliva and phlegm abi sputum so I think that's the cause. I might be wrong tho) I'll continue going for tests but I've done a few of which I'll collect results on friday. I'm thinking of posting them here so you can check whenever you're free and have time and tell me if there's something wrong. I really hope you can help me with it. Woops! This is an epistle. I know its much but at this stage, I don't think I have a choice",pos,0.895
I swear Abstinence is the key.This stress does not worth it.,neg,-0.567
"Say condom, abstinence is relatively impossible.",neu,0.0
Bursting of condom is another risk.Abstinence is possible.,neu,0.0
"I wonder with all these awareness,people are still careless about unprotected sex.To me,abstinence is the best.",pos,0.0516
You are ok from your test bro. ,pos,0.296
"Most of the results came out non reactive, I can see you tested for syphillis as well. And the other results you did fell within range. You shouldn't just go about doing test.  Try to see a doctor so they give you the proper test to do.",pos,0.2732
Please where is the lymph nodes and how can you know a swollen one?,pos,0.3182
Where is the lymph nodes and how can one know that it is swollen,neu,0.0
" Thank you. I saw a doctor who recommended I do Urinalysis, FBC and RVS. I just did others so I can know early enough if something is wrong with me because on a normal day I will never visit any hospital. Presently I have diarrhoea and little sores on my lip. But the girl has now fallen sick-fever, headache, cold, catarrh and throat itching, at least that's what she told me. I'll keep on monitoring the situation and for my sake I really hope its not HIV",pos,0.2247
"i shouldn't be the one telling you this. But a lot of things can cause in mouth. Herpes, hepitis, syphillis( which you did). ",neu,0.0
"   Just chill, but 3months after this said exposure do the HIV test. Do you know the girls status?",neu,0.0
 Ok thank you. No I don't. I'm actually worried because she looked emaciated the last time I saw her(not like she was fat before tho) I asked her and she said its stress. Plus she no longer stays here. She travelled back to her state. Idk how to tell her to run a test. because I told her I've gone for test and she didn't sound like she was ever going to do one.,pos,0.4567
Well how long after exposure is this? If you are that scared then go for a 4th generation antigen/anti bodies test. It's a more expensive though.,neg,-0.2023
" 6 weeks. Weekend makes it seven. How much is the test and where is it done? What lab does it and what should I tell them I want to do? Plus do you know if govt hospitals do it? If no, what tests do they use? because my result shows seronegative. Sorry for plenty questions",neg,-0.4871
"It's 6-8k. It's usually done in standard labs(what state are you in). It's called antigen/antibody test. I don't think government hospital does it, even if they do it's going to be a federal teaching hospital which does hiv serology( not sure if this one checks for antigen). Sero negative means negative, a test at weeks 6 is very likely not to change. But it's always advisable to confirm at month 3 if you think you were really exposed.",neg,-0.8737
 Rivers. So if I do the fourth generation there's no point doing any test again or I should just wait and do the fourth gen test at month 3. Oh I did my hiv test at a state teaching hospital,neg,-0.296
State will just give you the normal unigold antibody test. Serology is done in teaching hospitals. Fourth generation antigen test when done you won't have to wait for 3months to confirm. But even after doing it I will still advise you do the antibody test after three months  never the less. If you can afford it do the antigen test. The sores on the lip are you sure it's not the harmattan? ,pos,0.3182
"Nevertheless you don't have HIv, so don't be scared",pos,0.3959
 Amen o. I don't have it o. Thanks tho. Its like I'll visit synlab abi pathlab some time next month to do the test. Thanks man. You've been really helpful. I appreciate,pos,0.9242
Syn lab yes they do it. But you should know antigen disappears after sometime. So if you are going to do the antigen own you shouldn't wait till next month as it might not be reliable then. All the same you welcome. Glad I could help.,pos,0.8402
 Oh okay thank you.,pos,0.5267
Congratulations Sir.,pos,0.5994
Meanwhile i'm still a wreck.,neg,-0.4404
"Bro whats up with u,are you still having symptoms?",neu,0.0
Issues with my mouth. ,neu,0.0
"The psychological trauma i am facing is out of this world. I'm always depressed. Yours could be staph. Go and do urine MCs first. What week did you start noticing symptoms after exposure? But please explain that movement in body stuff. because I've been having movements like vibrations in my muscles both my hand, leg and my mouth sometimes. Same with yours?",pos,0.3094
Sorry bout that man. You'll be fine. Stay strong. My symptoms are not even up to yours and I know what I've been going through. Mine is 7 weeks. Just run other tests if you have money to know whats really wrong.,pos,0.1045
looks like staph to me.,pos,0.3612
Movements in body is usually staph associated( from what I have read) ,neu,0.0
"I had more than hiv symptoms, check my post you will see my WBC is low(which indicates low immune). Hence making me vulnerable to a lot of sickness like mouth sores and chills. This has been going on for more than 9montbs now. Hiv still negative, the lady that did the last test was telling me to come next month for a regular check as my symptoms are likely hiv. And she was even telling me stories of people who took so long to test positive.",neg,-0.1531
Thanks so much bro.,pos,0.4404
There's always an exception,neu,0.0
okay bro,pos,0.2263
Good evening. Please I just noticed this very small lump under my chin. Like inside. Its not visible. I can only feel it and it moves when I touch it. Coupled with internal heat. Is that the swollen node you people talk about? Tell me no please,pos,0.7783
"Hello, have you tested again recently after that incident or you've moved on totally?",neu,0.0
Probably.,neu,0.0
I know this sounds like an old cliche and almost impossible but... don't think too much about your situation. I wouldn't wish the mental breakdown and depression i'm going through right now on anyone.,neg,-0.5358
Try not to go down this tunnel of mental torture.,neg,-0.5994
and creating separate topics won't help you. Don't go down this tunnel. You only going to wreck yourself psychologically and financially. As I type now I am even having that internal heat.  Just go see a doctor. No one here can help you.,neg,-0.7518
I've seen a doctor. Even saw him today again,neu,0.0
"Have you seen a doctor about the internal heat? If yes, what's causing it? because I went to a doctor today and he prescribed few drugs for me. It was after I left I saw that stuff",pos,0.4696
Severally. It comes and stops. Even under fan now I can feel the heat.Hmm it is well,pos,0.4215
"...its a cool, evocative and dating website for people living with hiv...",pos,0.3182
My night sweats are back. I don't even know what peace of mind feel like anymore.,pos,0.7184
when last did you see a doctor?,neu,0.0
Oga relax.  Weather has been extremely hot. Everyone have been experiencing night sweats.,pos,0.4404
Thinking too much about  one's situation would even exacerbate the whole thing.,neu,0.0
"At this point in my life, I careless about most of the symptoms I'm having.   Even if I test + consequently, it wouldn't even bother me that much. ",neg,-0.119
"Just because  of sex that didn't even last up to 5 mins, I've been depressed for like 7months now, constantly rummaging the internet for answers, doing countless tests and always feeling.",neg,-0.0772
I know what i'm talking about. Even during extreme heat i don't sweat like this bro,neg,-0.2755
..,neu,0.0
I know how you feel. Are you still having any symptoms?,neu,0.0
 About a month ago.,neu,0.0
so what did the doctor say?,neu,0.0
Yea. Infrequently.,neu,0.0
 Which of them do you still experience?,neu,0.0
Doctor is tired. He just told me to hold on with the test and test again when it's a year.,neg,-0.4404
"but,i don't think you are postive,because if you are,by now the test should be able to detect it,6months is maximum time for confirmation,i guess you are up to 10months,try to keep your mind off it,maybe it will help.",pos,0.4019
bro let's talk on whatsapp 09055011469,neu,0.0
I don't feel like posting here,neg,-0.2755
I have some words for u,neu,0.0
How i wish i can get my mind off it. It has eaten deep into my mind.,pos,0.4019
Thank you,pos,0.3612
 Let me send you a text.,neu,0.0
 I'm having problem with my WhatsApp.,neg,-0.4019
okay,pos,0.2263
?,neu,0.0
" please relax your mind, you have done all necessary test yet uvare still afraid .",pos,0.6369
Do you feel hot inside.and when was the last time you checked your status? And I notice you have been trying to be discreet about your state of residence,neu,0.0
"Please where is swollen lymph nodes located and someone describe it for me please.. @Skripture,   @Ade24682 : @hidhrhis and others",pos,0.3182
"neck, armpit, groin",neu,0.0
What and what will you feel.... Lump or what,neu,0.0
round lump you can move with your hand,pos,0.4939
 is it visible? Painful? Big? because I have a small one under my jaw,neg,-0.533
it is not painful sometimes it is big and sometimes it is small,pos,0.3412
 ok tnks you didn't answer if its visible,pos,0.296
it depends on what is going on in the body,neu,0.0
sometimes it is visible if their is huge problem going on with the immune system but if it is swollen you can always feel it with your hand,pos,0.6908
 ok thanks sir. The one under my jaw is not visible and its small. So there's no cause for alarm ba? It came 7 weeks PE,pos,0.0571
no cause for alarm,neg,-0.5574
 alright thanks boss. I appreciate,pos,0.765
its not usually visible but can be felt. But with that your description I doubt yours is a node. Just quit touching it.hope you no longer feel hot inside.,neg,-0.7227
 Nah. Ive been on antibiotics and flagyl. So it has reduced. I feel better and I'm less worried bout the whole thing. Thanks for your concern though,pos,0.5413
Lab test negative and your thought gave you positive.,neu,-0.0258
Rush to another hospital to affirm the result. And do away with your negative thought.,neg,-0.5719
I THINK THAT THIS IS NOTHING BUT A TROLL-POST!,neu,0.0
So now can you have Symptoms of AIDS a couple of months after a single exposure? ,neu,0.0
The first Africans to come down with AIDS were given the Virus under the guise of SMALLPOX VACCINATION- ,neu,0.0
EIGHTEEN YEARS PREVIOUSLY.,neu,0.0
"Conclusion: Condoms don't do DICK (sorry- could not resist,) to protect you against HIV Infection. Accept it!",pos,0.6062
"It is a fucking (sorry- it's 11pm! What do you want from me?) LIE that Condoms protect against AIDS, okay?",pos,0.6654
